			BibTeX Key	Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	0	2013	2013	Bilgi, Oktay; Frühauf, Marie; Schulze, Kathrin	Widersprüche gesellschaftlicher Integration		1 Soziale Rahmung; 1.1 Diskurse	Gesellschaft // society
1	0	0	2951	2951	Braches-Chyrek, Rita; Sünker, Heinz	Soziale Arbeit in gesellschaftlichen Konflikten und Kämpfen		1 Soziale Rahmung; 1.1 Diskurse	Gesellschaft // society; Konzepte, Materialien // concepts; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Sozialwissenschaften // social sciences; Theorie // theory
1	0	0	3352	3352	Brückner, Margrit	Brüche und Kontinuitäten		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Liebe // love; Sexualität // sexuality; Soziale Arbeit // Social Work
0	0	0	3871	3871	Bundschuh, Claudia	Die sogenannte Pädaphilenbewegung in Deutschland		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Pädosexualität // pedosexuality; Sexueller Missbrauch // sexual abuse
0	0	0	4337	4337	Debus, Katharina	Dramatisierung, Entdramatisierung und Nicht-Dramatisierung von Geschlecht und sexueller Orientierung in der geschlechterreflektierten Bildung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Geschlecht // gender; Praxis // practice; Sexuelle Vielfalt // sexual diversity
1	0	0	2741	2741	Derr, Regine; Hartl, Johann	Wie Heime Vertrauen gewinnen	DJI Impulse	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention	Forschungsergebnisse // research results; Konzepte, Materialien // concepts; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
1	0	0	2492	2492	Die Kinderschutz-Zentren	#Kinderschutz - Haben wir ein Problem?		3 Thematischer Fokus; 3.3 Kinderschutz	Kinderschutz // child protection
0	0	0	3909	3909	Domann, Sophie	Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.3 Ich bin sicher!	Gewalt // violence; Schutzkonzept // protection concept
0	0	0	3146	3146	Domann, Sophie; Eßer, Florian; Rusack, Tanja	Jugendliche und ihre Co-Produktion bei Schutzkonzepten	Kinder- und Jugendschutz in Wissenschaft und Praxis (KJug)	3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.1.3 Ich bin sicher!	Jugendliche // youth; Partizipation // participation; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
0	0	0	4996	4996	Draths, Ruth; Stockhammer, Eve	Fragmente eines Tabus		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch	Sexueller Missbrauch // sexual abuse
0	0	0	3518	3518	Eggert-Schmid Noerr, Annelinde; Heilmann, Joachim; Weißert, Ilse	Unheimlich und verlockend		3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Jugendliche // youth; Kinder // children; Pädagogik // pedagogy; Pädagogische Beziehung // pedagogical relationship; Sexualität // sexuality
1	0	0	2464	2464	Fangerau, Heiner; Bagattini, Alexander; Fegert, Jörg M.; Tippelt, Rudolf; Viehöver, Willy; Ziegenhain, Ute	Präventive Strategien zur Verhinderung sexuellen Missbrauchs in pädagogischen Einrichtungen		3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Kindeswohl // child welfare; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexueller Missbrauch // sexual abuse
0	0	0	4118	4118	Fegert, Jörg M.; Allroggen, Marc; Schloz, Carolin	Besonderheiten bei der Umsetzung von Schutzkonzepten in Kliniken		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Medizin // medicine; Schutzkonzept // protection concept
1	0	0	2740	2740	Fegert, Jörg M.; Rassenhofer, Miriam; Gerke, Jelena	Die Folgen des Leids lindern	DJI Impulse	3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.5 Negative Folgen; 9 Förderlinie; 9.1.3 Ich bin sicher!	Intervention // intervention; Sexualisierte Gewalt // sexual violence
0	0	0	3911	3911	Fegert, Jörg M.; Schröer, Wolfgang; Wolff, Mechthild	Persönliche Rechte von Kindern und Jugendlichen		2 Institutioneller Kontext; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Schutzkonzept // protection concept; Selbstbestimmung // agency
0	0	0	2032	2032	Fegert, Jörg M.; Schröer, Wolfgang; Wolff, Mechthild	Schutzkonzepte im Transfer		3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Schutzkonzept // protection concept
0	0	0	5008	5008	Focali, Ergin	Interkulturelle sexualpädagogische Bildungsangebote für Eltern und Kinder in Kindertagesstätten		1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.1 Sexualpädagogik	interkulturell // intercultural; Kindertagesstätte // day-care centre; Sexualpädagogik // sex education
0	0	0	5010	5010	Freuding, Janosch	Sprechen über Sexualität in einer Berufsintegrationsklasse der Berufsschule		1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	interkulturell // intercultural; Schule // school; Sexualität // sexuality
0	0	0	4080	4080	Fuchs, Christina; Kadera, Stepanka; Tippelt, Rudolf	Ethische und offene Leitungs- und Führungsstile		3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Leitung // leadership
0	0	0	2469	2469	Fuchs, Christina; Kadera, Stepanka; Tippelt, Rudolf	Fortbildung von pädagogischem Personal als Prävention gegen sexualisierte Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Weiterbildung // further education
1	0	1	3874	3874	Glammeier, Sandra	Geschlechterwissenschaftliche Perspektiven auf sexuelle Gewalt gegen Kinder und Jugendliche seit den 1980er Jahren		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.15 Sexualisierte Übergriffe und Schule	Diskurs // discourse; Gender Studies // Gender Studies; Geschlecht // gender; Jugendliche // youth; Kinder // children; Sexualisierte Gewalt // sexual violence; Sozialwissenschaften // social sciences
0	0	0	3722	3722	Glockentöger, Ilke; Adelt, Eva	Gendersensible Bildung und Erziehung in der Schule		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Geschlecht // gender; Pädagogik // pedagogy; Schule // school
0	0	0	3017	3017	Günderoth, Miriam	Kindeswohlgefährdung		2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Jugendarbeit // youth work; Kindeswohl // child welfare; Prävention // prevention; Sexualisierte Gewalt // sexual violence
0	0	0	5011	5011	Haase, Mathias	Sexuelle Bildung und Migration in der Kinder- und Jugendhilfe		1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.1 Sexualpädagogik	interkulturell // intercultural; Kinder- und Jugendhilfe // child welfare system; Sexuelle Bildung // sexuality education
1	0	0	4089	4089	Hartmann, Jutta	Dimension sexueller Diversität		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diversität // diversity; Intersektionalität // intersectionality; Sexuelle Vielfalt // sexual diversity
0	0	0	3555	3555	Hartmann, Jutta; Messerschmidt, Astrid; Thon, Christine	Queertheoretische Perspektiven auf Bildung		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Pädagogik // pedagogy; Queer Theorie // Queer Theory
1	0	0	2742	2742	Helfferich, Cornelia; Schürmann-Ebenfeld, Silvia; Kavemann, Barbara	Einmal Opfer - nie mehr Opfer?	DJI Impulse	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.5 Negative Folgen; 6.6 Resilienz; 9 Förderlinie; 9.1.8 PRÄVIK	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Mädchen // girls; Reviktimisierung // revictimization; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
1	0	0	2947	2947	Henningsen, Anja; List, Inga Marie	"Ich glaub', man müsst' einfach nur verstehen, dass wir alle Menschen sind"		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.3.4 Junprof Kiel	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Geschlecht // gender; interkulturell // intercultural; Intersektionalität // intersectionality; Schule // school; Schüler*innen // pupils
0	0	0	5035	5035	Hess, Johanna	Zwischen Sorge und Selbstsorge	Soz Passagen (Soziale Passagen)	3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.3.3 Junprof Kassel	Bewältigung // coping; Kinder- und Jugendhilfe // child welfare system; Pädagogische Fachkräfte // pedagogial staff; Sexualisierte Gewalt // sexual violence
0	0	0	5034	5034	Höblich, Davina; Kellermann, Anna	Sexuelle Orientierung (k)ein Thema in der Kinder- und Jugendhilfe (SeKiJu) –	Soz Passagen (Soziale Passagen)	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Kinder- und Jugendhilfe // child welfare system; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Stationäre Einrichtungen // residential care
1	0	1	4241	4241	Hofherr, Stefan	Wissen von Schülerinnen und Schülern über sexuelle Gewalt in pädagogischen Kontexten		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche	Forschungsergebnisse // research results; Forschungsstand // state of research; Organisationskultur // organisational culture; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence
0	0	0	5006	5006	Jannink, Helge; Witz, Christina	Die Doppelseitigkeit der Scham in der sexualpädagogischen Arbeit mit jugendlichen Geflüchteten		1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geflohene // refugees; interkulturell // intercultural; Jugendliche // youth; Scham // shame; Sexualpädagogik // sex education
0	0	0	3876	3876	Jansen, Christian	Die Diskussionen um kindliche Sexualität und „Pädophilie“ in Heidelberg 1978 – 1981		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Geschichte // history; kindliche Sexualität // childhood sexuality; Pädosexualität // pedosexuality
0	0	0	2468	2468	Kadera, Stepanka; Tippelt, Rudolf; Fuchs, Christina	Krisenmanagement und Umgang mit schwierigen Situationen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Kommunikation // communication; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexualisierte Gewalt // sexual violence
0	0	0	3913	3913	Kampert, Meike	Informelle Peerstrukturen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.1.3 Ich bin sicher!	Peergewalt // peer violence
0	0	0	3914	3914	Kampert, Meike	Schutz und Sicherheit		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Schutzfaktoren // protection factor
0	0	0	2025	2025	Kampert, Meike; Röseler, Kirsten; Wolff, Mechthild	Beziehungsgestaltung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.3 Ich bin sicher!	Pädagogische Beziehung // pedagogical relationship; Pädagogische Einrichtung // educational facilities
0	0	0	2012	2012	Kessl, Fabian	Familienähnliche Hilfen zur Erziehung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.5 IRiK	Familie // family; Nähe-Distanz-Regulation // boundary management; Pädagogik // pedagogy
1	0	0	2739	2739	Keupp, Heiner	Die Ringe des Schweigens durchbrechen	DJI Impulse	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Disclosure // disclosure; Pädagogische Einrichtung // educational facilities
1	0	0	3759	3759	Keupp, Heiner; Straus, Florian; Mosser, Peter; Gmür, Wolfgang; Hackenschmied, Gerhard	Schweigen - Aufdeckung - Aufarbeitung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Geschichte // history; Internat // boarding school; Sexueller Missbrauch // sexual abuse
0	0	0	3754	3754	Keupp, Heiner; Straus, Florian; Mosser, Peter; Gmür, Wolfgang; Hackenschmied, Gerhard	Sexueller Missbrauch und Misshandlungen in der Benediktinerabtei Ettal		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Geschichte // history; Kirche // church; Sexueller Missbrauch // sexual abuse
1	0	0	2734	2734	Kindler, Heinz; Derr, Regine	Sexueller Missbrauch im Forschungsfokus	DJI Impulse	6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern	Forschungsstand // state of research; Sexueller Missbrauch // sexual abuse
0	0	0	3451	3451	Klein, Alexandra; Tuider, Elisabeth	Sexualität und Soziale Arbeit		3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.1.12 Safer Places	Sexualität // sexuality; Soziale Arbeit // Social Work
0	0	0	3351	3351	Klein, Alexandra; Tuider, Elisabeth	Sexualität und Soziale Arbeit		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.1.12 Safer Places	Sexualität // sexuality; Soziale Arbeit // Social Work
0	0	0	3916	3916	Klepp, Nele	Stationäre Hilfen aus der Sicht von Jugendlichen		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.1.3 Ich bin sicher!	Jugendliche // youth; Kinder- und Jugendhilfe // child welfare system; Stationäre Einrichtungen // residential care
0	0	0	5037	5037	König, Julia	Der sexuelle Kinderkörper	ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation)	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Diskurs // discourse; kindliche Sexualität // childhood sexuality; Körper // body; Pädosexualität // pedosexuality
0	0	0	3558	3558	Krell, Claudia; Oldemeier, Kerstin	Coming-out - und dann …?!		1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.3 Diskriminierung; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Coming out // coming out; Diskriminierung // discrimination; Forschungsergebnisse // research results; Quantitative Forschung // quantitative research; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Survey // survey
0	0	0	5038	5038	Langer, Antje	Körperlichkeit in der Machtasymmetrie pädagogischer Verhältnisse	ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation)	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Körper // body; Macht // power; Nähe-Distanz-Regulation // boundary management; Pädagogische Beziehung // pedagogical relationship
1	0	0	4343	4343	Lautmann, Rüdiger	Handeln im Feld der Sexualitäten		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diskurs // discourse; Diversität // diversity; Sexualität // sexuality; Sexuelle Vielfalt // sexual diversity
1	0	0	927	927	Lembke, Ulrike	Regulierungen des Intimen		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diskurs // discourse; Recht // law; Sexualität // sexuality
1	0	0	2988	2988	List, Inga Marie; Jenner, Lina; Henningsen, Anja	Monitoring		8 Forschung; 9 Förderlinie; 9.3.4 Junprof Kiel	Forschungsstand // state of research; Gewalt // violence; Jugendliche // youth; Kinder // children; Pädagogik // pedagogy; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality; Sexueller Missbrauch // sexual abuse; Soziale Arbeit // Social Work
