;;;Autor, Herausgeber oder Institution;Zeitschrift/Zeitung;Laufnummer;BibTeX Key;Schlagwörter;Kategorien;Titel
FALSCH;FALSCH;FALSCH;Hargot, Thérèse;;233;Hargot.2018;"Diskurs // discourse; Gefahrendiskurs // danger narrative; Jugendliche // youth; Sexualisierung // sexualisation";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexuelle Freiheit aufgedeckt
FALSCH;FALSCH;FALSCH;"Hark, Sabine; Villa, Paula-Irene";;234;Hark.2015;"Geschlecht // gender; Intersektionalität // intersectionality";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 6 Gewalt; 6.3 Diskriminierung";Anti-Genderismus
FALSCH;FALSCH;FALSCH;Hartmann, Jutta;Sozial Extra;235;Hartmann.2018;"Diversität // diversity; Geschlecht // gender; Sexuelle Vielfalt // sexual diversity; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Mehr als Sichtbarmachung und Antidiskriminierung
FALSCH;FALSCH;FALSCH;"Hartmann, Jutta; Messerschmidt, Astrid; Thon, Christine";;236;Hartmann.2017b;"Geschlecht // gender; Pädagogik // pedagogy; Queer Theorie // Queer Theory";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Queertheoretische Perspektiven auf Bildung
FALSCH;FALSCH;FALSCH;Hartwig, Luise;Forum Erziehungshilfen;237;Hartwig.2015;"Kinder- und Jugendhilfe // child welfare system; Mädchen // girls; Sexualpädagogik // sex education; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Mädchen-Sein und Sexualpädagogik in der stationären Erziehungshilfe
FALSCH;FALSCH;FALSCH;Haug, Monika;;238;Haug.2020;"Gewalt // violence; Kinder // children; Körper // body; Recht // law; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault; Vulnerabilität // vulnerability";"5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch";Körperverletzungsdelikte an Kindern unter 6 Jahren
FALSCH;FALSCH;FALSCH;"Hedderich, Ingeborg; Zahnd, Raphael";;239;Hedderich.2016;"Diversität // diversity; Förderschule // school for children with special needs; Menschen mit Behinderungen // people with disabilities; Partizipation // participation";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen";Teilhabe und Vielfalt
FALSCH;FALSCH;FALSCH;Heinitz, Stefan;Sozialmagazin;240;Heinitz.2015;"Institutionelle Dynamiken // institutional dynamics; Jugendliche // youth; Kinder // children; Kinderschutz // child protection; Pädagogik // pedagogy; Pädagogische Beziehung // pedagogical relationship; Raum // space; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Schutzkonzept // protection concept";"3 Thematischer Fokus; 3.3 Kinderschutz";Riskante Idylle
FALSCH;FALSCH;FALSCH;Heinitz, Stefan;Forum Erziehungshilfen;241;Heinitz.2018;"Kinder- und Jugendhilfe // child welfare system; Schutzkonzept // protection concept";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz";Schutz durch Hilfe
FALSCH;FALSCH;FALSCH;Heinitz, Stefan;UJ (unsere jugend);242;Heinitz.2020;"Digitale Medien // digital media; Kinderschutz // child protection; Kindeswohl // child welfare; Kommunikation // communication; Medien // media";"1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.3 Kinderschutz";Digitale Transformation im Kinderschutz? Potenziale und Herausforderungen
FALSCH;FALSCH;FALSCH;"Helfferich, Cornelia; Doll, Daniel; Kavemann, Barbara";Kindesmisshandlung und -vernachlässigung;243;Helfferich.2019;"Bedarfe // needs; Forschungsergebnisse // research results; junge Erwachsene // young adults; Partizipation // participation; Peergewalt // peer violence; Prävention // prevention; Raum // space; Sexueller Übergriff // sexual assault";"3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.2.15 SP:PAS";Prävention sexueller Übergriffe auf Partys: Interventionen Dritter aus der Sicht Jugendlicher
FALSCH;FALSCH;FALSCH;"Helfferich, Cornelia; Kavemann, Barbara";Sozialmagazin;244;Helfferich.2016b;"Betroffene sexualisierter Gewalt // sexual assault survivors; Internat // boarding school; Organisationskultur // organisational culture; Prävention // prevention; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch";"""Kein Sex im Kinderheim?"" Prävention sexueller Gewalt in der stationären Jugendhilfe"
FALSCH;FALSCH;FALSCH;"Helfferich, Cornelia; Kavemann, Barbara";Sozialmagazin;245;Helfferich.2016c;"Kinder- und Jugendhilfe // child welfare system; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.8 PRÄVIK";"""Kein Sex im Kinderheim?"""
FALSCH;FALSCH;FALSCH;"Helfferich, Cornelia; Kavemann, Barbara; Kindler, Heinz";;246;Helfferich.2016b;"Forschungsethik // research ethics; Forschungsmethoden // research methods; Gewalt // violence";"3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.1.8 PRÄVIK; 9.1.17 Wissen von Schülerinnen und Schülern";Forschungsmanual Gewalt
FALSCH;FALSCH;FALSCH;"Helfferich, Cornelia; Schürmann-Ebenfeld, Silvia; Kavemann, Barbara";DJI Impulse;247;Helfferich.2017;"Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Mädchen // girls; Reviktimisierung // revictimization; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.5 Negative Folgen; 6.6 Resilienz; 9 Förderlinie; 9.1.8 PRÄVIK";Einmal Opfer - nie mehr Opfer?
FALSCH;FALSCH;FALSCH;Helling-Bakki, Astrid;UJ (unsere jugend);248;HellingBakki.2020;"Aufarbeitung // rehabilitation; Bedarfe // needs; Konzepte, Materialien // concepts; Kooperation // cooperation; Pädagogik // pedagogy; Pädagogische Einrichtung // educational facilities; Professionalität // professionality; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Soziale Arbeit // Social Work";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch";Konzept der Childhood-Häuser in Deutschland. Multiprofessionelle Kooperation im Interesse von sexuell missbrauchten Kindern
FALSCH;FALSCH;FALSCH;"Henning, Ann-Marlene; Bremer-Olszewski, Tina; Shin, Heji";;249;Henning.Oktober2017;"Konzepte, Materialien // concepts; Sexualität // sexuality; Sexualpädagogik // sex education; Sexualverhalten // sexual behaviour";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien";Make love
FALSCH;FALSCH;FALSCH;Henningsen, Anja;UJ (unsere jugend);250;Henningsen.2014;"Pädagogik // pedagogy; Professionsethik // professional ethics; Sexualpädagogik // sex education; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Sozialwissenschaften // social sciences; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention";"""Theorie der Sexualpädagogik"". Herkömmliches und neue Impulse als Antwort auf individuelle und gesellschaftliche Herausforderungen"
FALSCH;FALSCH;FALSCH;Henningsen, Anja;Sozialmagazin;251;Henningsen.2015;"Pädagogische Fachkräfte // pedagogial staff; Professionalität // professionality; Sexualpädagogik // sex education";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel";Sexualpädagogik als Profession
FALSCH;FALSCH;FALSCH;Henningsen, Anja;BZgA Forum;252;Henningsen.2016;"Professionsethik // professional ethics; Sexualpädagogik // sex education";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel";Kritsch-refelxive Sexualpädagogik
FALSCH;FALSCH;FALSCH;Henningsen, Anja;Kindesmisshandlung und -vernachlässigung;253;Henningsen.2019;"Sexualerziehung // sex ed; Sexualisierte Gewalt // sexual violence; Sexualisierung // sexualisation; Sexualität // sexuality; Sexualkultur // sexuality culture; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Belästigung // sexual harassment; Sexuelle Vielfalt // sexual diversity; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 9 Förderlinie; 9.2.11 SchutzNorm; 9.3.4 Junprof Kiel";Editorial
FALSCH;FALSCH;FALSCH;Henningsen, Anja;Sozial Extra (Sozial Extra);254;Henningsen.2019c;"Grenzen // boundaries; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.2.11 SchutzNorm; 9.3.3 Junprof Kassel";Sexualpädagogik und Prävention sexueller Gewalt in der Auseinandersetzung
FALSCH;FALSCH;FALSCH;"Henningsen, Anja; Beck, Mirja";Sexuologie;255;Henningsen.2016d;"Beziehungsgestaltung // relationships; Biographieforschung // biographical research; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Kommunikation // communication; Psychosexuelle Entwicklung // sexuality development";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 9 Förderlinie; 9.3.4 Junprof Kiel";Krise als Chance
FALSCH;FALSCH;FALSCH;"Henningsen, Anja; List, Inga Marie";Kindesmisshandlung und -vernachlässigung;256;Henningsen.2018;"Achtsamkeit // awareness; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Kinder- und Jugendhilfe // child welfare system; Pädagogische Fachkräfte // pedagogial staff; Sexualität // sexuality; Sexualkultur // sexuality culture; Stationäre Einrichtungen // residential care";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.4 Junprof Kiel";Das ist ja meistens nur Geschnacke
FALSCH;FALSCH;FALSCH;"Henningsen, Anja; Mantey, Dominik";Forum Erziehungshilfen;257;Henningsen.2015b;"Grenzen // boundaries; Pädagogische Fachkräfte // pedagogial staff; Professionalität // professionality; Sexualpädagogik // sex education";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.4 Junprof Kiel";Sexualpädagogik verletzt Grenzen? Sexualpädagogik wahrt Grenzen!
FALSCH;FALSCH;FALSCH;"Henningsen, Anja; Tuider, Elisabeth; Timmermanns, Stefan";;258;Henningsen.2016f;Sexualpädagogik // sex education;"3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.4 Junprof Kiel";Sexualpädagogik kontrovers
FALSCH;FALSCH;FALSCH;"Herrera Vivar, María Teresa; Rostock, Petra; Schirmer, Uta; Wagels, Karen";;259;HerreraVivar.2016;"Geschlecht // gender; Heteronormativität // heteronormativity";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 6 Gewalt; 6.3 Diskriminierung";Über Heteronormativität
FALSCH;FALSCH;FALSCH;Heser, Thomas;Migration und soziale Arbeit;260;Heser.2020;"Geflüchtete // refugees; Prävention // prevention; Rassismus // racism; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence; Sexualisierung // sexualisation";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention";Schutz vor Gewalt in Unterkünften für Geflüchtete. (Wie) kann Prävention gelingen?
FALSCH;FALSCH;FALSCH;Hess, Johanna;Soziale Passagen;261;Hess.2017;"Bewältigung // coping; Kinder- und Jugendhilfe // child welfare system; Pädagogische Fachkräfte // pedagogial staff; Sexualisierte Gewalt // sexual violence";"3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.3.3 Junprof Kassel";Zwischen Sorge und Selbstsorge
FALSCH;FALSCH;FALSCH;"Hess, Johanna; Retkowski, Alexandra; Wehrhahn, Dominik";Forum Gemeindepsychologie;262;Hess.2016;"Beziehungsgestaltung // relationships; Biographieforschung // biographical research; Diskurs // discourse; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; kindliche Sexualität // childhood sexuality; Pädagogik // pedagogy; Pädagogische Fachkräfte // pedagogial staff; Professionalität // professionality; Professionsethik // professional ethics; Qualitative Forschung // qualitative research; Quantitative Forschung // quantitative research; Sexualität // sexuality; Soziale Arbeit // Social Work; Survey // survey";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.3 Junprof Kassel";Küssen, Streicheln, Doktorspiele ...
FALSCH;FALSCH;FALSCH;"Heßling, Angelika; Bode, Heidrun";BZgA Forum;263;Heling.2015;"Betroffene sexualisierter Gewalt // sexual assault survivors; Forschungsergebnisse // research results; Jugendliche // youth; Jugendsexualität // youth sexuality; Quantitative Forschung // quantitative research; Sexualisierte Gewalt // sexual violence; Survey // survey";"3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Erfahrungen sexualisierter Gewalt
FALSCH;FALSCH;FALSCH;Höblich, Davina;Sozial Extra (Sozial Extra);264;Hoblich.2017;"Asexualität // asexuality; Bisexualität // bisexuality; Coming out // coming out; Diversität // diversity; Gender Studies // Gender Studies; Geschlecht // gender; Heteronormativität // heteronormativity; Homosexualität // homosexuality; Intergeschlechtlichkeit // intersexuality; Queer Theorie // Queer Theory; Queerness // Queerness; Sexuelle Vielfalt // sexual diversity; Trans* // trans*";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexuelle und geschlechtliche Vielfalt
FALSCH;FALSCH;FALSCH;"Höblich, Davina; Kellermann, Anna";Soziale Passagen;265;Hoblich.2017b;"Kinder- und Jugendhilfe // child welfare system; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexuelle Orientierung (k)ein Thema in der Kinder- und Jugendhilfe (SeKiJu) –
FALSCH;FALSCH;FALSCH;Hochschule Merseburg;;266;HochschuleMerseburg.2015;"Forschungsstand // state of research; Kinder- und Jugendhilfe // child welfare system; Sexuelle Bildung // sexuality education; Trauma // trauma";"8 Forschung; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg";Forschungsbericht 2015
FALSCH;FALSCH;FALSCH;Hoffmann, Markus;;267;Hoffmann.2015;"Kommunikation // communication; Lehrer*innen // Teachers; Schule // school; Sexualerziehung // sex ed; Sexualität // sexuality; Sexualkultur // sexuality culture";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Schulische Sexualerziehung
FALSCH;FALSCH;FALSCH;Hofherr, Stefan;;268;Hofherr.2017;"Forschungsergebnisse // research results; Forschungsstand // state of research; Organisationskultur // organisational culture; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche";Wissen von Schülerinnen und Schülern über sexuelle Gewalt in pädagogischen Kontexten
FALSCH;FALSCH;FALSCH;"Hofherr, Stefan; Kindler, Heinz";ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation);269;Hofherr.2018d;"Forschungsergebnisse // research results; Peergewalt // peer violence; Quantitative Forschung // quantitative research; Schule // school; Schüler*innen // pupils; Sexualisierte Gewalt // sexual violence; Survey // survey";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.17 Wissen von Schülerinnen und Schülern";Wie Jugendliche auf miterlebte Situationen sexueller Gewalt reagieren
FALSCH;FALSCH;FALSCH;Hofmann, Holger;UJ (unsere jugend);270;Hofmann.2017;"Jugendliche // youth; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kinderschutz // child protection; Kindeswohl // child welfare; Menschenrechte // human rights; Normen // norms; Recht // law; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.3 Kinderschutz; 3.4 Intervention; 5 Adressat*innen; 5.1 Kinder";Die Rechte von Kindern nach der UN-Kinderrechtskonvention, ihre Bekanntheit und Bedeutung für die Kinder- und Jugendhilfe
